date,season,day_of_week,zone,crew_id,visit_order,prev_tower,tower_id,x,y,weather,precip_mm,wind_kmph,temp_c,load_level,load_category,voltage_v,frequency_hz,device_failure,tree_fall,line_fault,any_issue,risk_device,risk_tree,risk_line,risk_any
2023-01-27,Winter,Fri,South,Crew-C,8,8.0,23,24.748,24.204,Sunny,0.0,9.41,34.5,0.688,High,219.46,49.826,0,1,0,1,0.0425,0.1184,0.1559,0.2875
2023-01-27,Winter,Fri,South,Crew-C,9,23.0,47,24.147,22.355,Sunny,0.0,9.41,34.5,0.704,High,222.34,49.936,0,0,0,0,0.0485,0.0988,0.1393,0.262
2023-01-27,Winter,Fri,South,Crew-C,10,47.0,41,21.114,24.536,Sunny,0.0,9.41,34.5,0.236,Low,218.94,49.831,0,0,1,1,0.0432,0.1005,0.0983,0.2239
2023-01-27,Winter,Fri,South,Crew-C,11,41.0,48,16.049,14.91,Sunny,0.0,9.41,34.5,0.411,Medium,225.49,49.96,0,0,0,0,0.0251,0.1055,0.2291,0.3277
2023-01-27,Winter,Fri,South,Crew-C,12,48.0,40,36.827,13.862,Sunny,0.0,9.41,34.5,0.678,High,226.42,49.969,0,0,0,0,0.048,0.1561,0.064,0.248
2023-01-27,Winter,Fri,South,Crew-C,13,40.0,12,39.503,21.965,Sunny,0.0,9.41,34.5,0.35,Low,228.92,49.966,0,0,0,0,0.021,0.0747,0.1823,0.2592
2023-01-27,Winter,Fri,East,Crew-B,1,,26,81.949,53.831,Cloudy,0.74,15.04,25.7,0.775,High,228.78,49.937,0,0,0,0,0.2178,0.0892,0.1624,0.4033
2023-01-27,Winter,Fri,East,Crew-B,2,26.0,22,65.199,54.693,Cloudy,0.74,15.04,25.7,0.843,High,225.36,49.904,0,0,0,0,0.0749,0.2065,0.0449,0.2989
2023-01-27,Winter,Fri,East,Crew-B,3,22.0,16,69.242,66.276,Cloudy,0.74,15.04,25.7,0.582,Medium,206.49,49.775,0,1,1,1,0.0504,0.0971,0.1689,0.2873
2023-01-27,Winter,Fri,East,Crew-B,4,16.0,30,71.34,71.153,Cloudy,0.74,15.04,25.7,0.662,High,227.28,49.9,0,0,0,0,0.0349,0.1071,0.1318,0.2519
2023-01-27,Winter,Fri,East,Crew-B,5,30.0,42,63.146,72.122,Cloudy,0.74,15.04,25.7,0.976,High,217.18,49.784,0,0,1,1,0.1161,0.0675,0.0791,0.241
2023-01-27,Winter,Fri,East,Crew-B,6,42.0,45,80.059,77.881,Cloudy,0.74,15.04,25.7,0.315,Low,224.13,49.932,0,0,0,0,0.0166,0.1316,0.1254,0.2531
2023-01-28,Winter,Sat,North,Crew-B,1,,10,18.082,67.324,Sunny,0.0,5.67,32.7,0.645,Medium,224.66,49.816,1,0,0,1,0.0267,0.1008,0.039,0.1589
2023-01-28,Winter,Sat,North,Crew-B,2,10.0,18,24.558,71.181,Sunny,0.0,5.67,32.7,1.0,High,225.41,49.817,0,0,0,0,0.0512,0.0382,0.1336,0.2094
2023-01-28,Winter,Sat,North,Crew-B,3,18.0,32,30.908,71.526,Sunny,0.0,5.67,32.7,0.932,High,217.95,49.781,0,1,0,1,0.0984,0.0383,0.1839,0.2923
2023-01-28,Winter,Sat,North,Crew-B,4,32.0,50,33.821,78.602,Sunny,0.0,5.67,32.7,0.754,High,223.11,49.929,0,0,0,0,0.1416,0.0753,0.1226,0.3035
2023-01-28,Winter,Sat,North,Crew-B,5,50.0,33,39.586,80.945,Sunny,0.0,5.67,32.7,1.0,High,222.99,49.898,0,0,0,0,0.0927,0.0738,0.1246,0.2643
2023-01-28,Winter,Sat,North,Crew-B,6,33.0,24,38.328,86.016,Sunny,0.0,5.67,32.7,0.715,High,228.05,49.891,0,0,0,0,0.0739,0.0315,0.0814,0.176
2023-01-28,Winter,Sat,North,Crew-B,7,24.0,5,25.625,88.835,Sunny,0.0,5.67,32.7,0.557,Medium,223.82,49.907,0,0,0,0,0.0177,0.0343,0.1147,0.1602
2023-01-28,Winter,Sat,North,Crew-B,8,5.0,20,10.829,77.366,Sunny,0.0,5.67,32.7,0.438,Medium,226.81,49.87,0,0,0,0,0.0387,0.0583,0.0349,0.1264
2023-01-28,Winter,Sat,North,Crew-B,9,20.0,27,37.161,62.739,Sunny,0.0,5.67,32.7,0.239,Low,225.1,49.978,0,0,0,0,0.0156,0.0228,0.1337,0.1667
2023-01-29,Winter,Sun,North,Crew-A,1,,24,38.328,86.016,Cloudy,1.18,7.76,25.0,0.89,High,224.01,49.865,0,0,0,0,0.0595,0.0339,0.0879,0.1712
2023-01-29,Winter,Sun,North,Crew-A,2,24.0,28,39.227,89.878,Cloudy,1.18,7.76,25.0,1.0,High,224.3,49.855,0,0,0,0,0.0612,0.0511,0.0733,0.1744
2023-01-29,Winter,Sun,North,Crew-A,3,28.0,33,39.586,80.945,Cloudy,1.18,7.76,25.0,0.954,High,223.96,49.873,0,0,0,0,0.0749,0.0791,0.134,0.2623
2023-01-29,Winter,Sun,North,Crew-A,4,33.0,50,33.821,78.602,Cloudy,1.18,7.76,25.0,0.659,High,220.83,49.883,0,0,1,1,0.0505,0.0807,0.1319,0.2423
2023-01-29,Winter,Sun,North,Crew-A,5,50.0,34,33.328,74.411,Cloudy,1.18,7.76,25.0,0.617,Medium,226.26,49.926,0,0,0,0,0.0163,0.0566,0.1436,0.2052
2023-01-29,Winter,Sun,North,Crew-A,6,34.0,18,24.558,71.181,Cloudy,1.18,7.76,25.0,0.594,Medium,225.18,49.958,0,0,0,0,0.0171,0.041,0.1436,0.1928
2023-01-29,Winter,Sun,North,Crew-A,7,18.0,13,15.231,80.728,Cloudy,1.18,7.76,25.0,0.627,Medium,225.18,49.887,0,0,0,0,0.0254,0.086,0.301,0.3773
2023-01-29,Winter,Sun,North,Crew-A,8,13.0,20,10.829,77.366,Cloudy,1.18,7.76,25.0,0.488,Medium,225.27,49.945,0,0,0,0,0.0309,0.0626,0.0379,0.126
2023-01-29,Winter,Sun,North,Crew-A,9,20.0,5,25.625,88.835,Cloudy,1.18,7.76,25.0,0.559,Medium,224.77,49.941,0,0,0,0,0.0141,0.0369,0.1235,0.1677
2023-01-29,Winter,Sun,North,Crew-A,10,5.0,27,37.161,62.739,Cloudy,1.18,7.76,25.0,0.221,Low,224.87,49.973,0,0,0,0,0.0124,0.0246,0.1437,0.1751
2023-01-29,Winter,Sun,East,Crew-C,1,,30,71.34,71.153,Sunny,0.0,3.03,35.9,1.0,High,222.27,49.92,0,0,0,0,0.1078,0.0846,0.0859,0.2534
2023-01-29,Winter,Sun,East,Crew-C,2,30.0,16,69.242,66.276,Sunny,0.0,3.03,35.9,1.0,High,216.07,49.824,0,0,1,1,0.1504,0.0765,0.1117,0.303
2023-01-29,Winter,Sun,East,Crew-C,3,16.0,43,76.113,67.605,Sunny,0.0,3.03,35.9,1.0,High,222.83,49.885,0,0,0,0,0.0782,0.0748,0.0758,0.2118
2023-01-29,Winter,Sun,East,Crew-C,4,43.0,38,83.894,63.78,Sunny,0.0,3.03,35.9,0.577,Medium,225.47,49.914,0,0,0,0,0.0554,0.0836,0.1115,0.2309
2023-01-29,Winter,Sun,East,Crew-C,5,38.0,29,84.656,71.187,Sunny,0.0,3.03,35.9,0.978,High,223.24,49.876,0,0,0,0,0.245,0.0939,0.1137,0.3936
2023-01-29,Winter,Sun,East,Crew-C,6,29.0,45,80.059,77.881,Sunny,0.0,3.03,35.9,0.769,High,224.13,49.91,0,0,0,0,0.0534,0.1045,0.0815,0.2214
2023-01-29,Winter,Sun,East,Crew-C,7,45.0,31,68.571,76.058,Sunny,0.0,3.03,35.9,0.723,High,222.31,49.929,0,0,0,0,0.0596,0.1,0.1243,0.2589
2023-01-29,Winter,Sun,East,Crew-C,8,31.0,42,63.146,72.122,Sunny,0.0,3.03,35.9,0.323,Low,229.74,49.967,0,0,0,0,0.0676,0.0528,0.0505,0.1614
2023-01-29,Winter,Sun,East,Crew-C,9,42.0,7,63.588,71.397,Sunny,0.0,3.03,35.9,0.521,Medium,225.1,49.922,0,0,0,0,0.0398,0.0977,0.0604,0.186
2023-01-29,Winter,Sun,East,Crew-C,10,7.0,22,65.199,54.693,Sunny,0.0,3.03,35.9,0.499,Medium,227.68,49.973,0,0,0,0,0.0427,0.167,0.0283,0.2251
2023-01-29,Winter,Sun,East,Crew-C,11,22.0,17,68.423,50.729,Sunny,0.0,3.03,35.9,0.278,Low,221.27,49.862,0,0,1,1,0.0242,0.0763,0.0636,0.156
2023-01-29,Winter,Sun,East,Crew-C,12,17.0,26,81.949,53.831,Sunny,0.0,3.03,35.9,0.197,Low,228.42,49.975,0,0,0,0,0.1332,0.0701,0.1071,0.2803
2023-01-30,Winter,Mon,North,Crew-B,1,,24,38.328,86.016,Sunny,0.0,6.23,36.6,0.652,High,226.02,49.963,0,0,0,0,0.0352,0.0318,0.0831,0.1435
2023-01-30,Winter,Mon,North,Crew-B,2,24.0,28,39.227,89.878,Sunny,0.0,6.23,36.6,0.725,High,225.39,49.801,0,1,0,1,0.0847,0.0481,0.0692,0.1889
2023-01-30,Winter,Mon,North,Crew-B,3,28.0,50,33.821,78.602,Sunny,0.0,6.23,36.6,0.299,Low,227.43,49.933,0,0,0,0,0.0701,0.076,0.1251,0.2483
2023-01-30,Winter,Mon,North,Crew-B,4,50.0,34,33.328,74.411,Sunny,0.0,6.23,36.6,0.701,High,223.17,49.974,0,0,0,0,0.0546,0.0533,0.1362,0.2269
2023-01-30,Winter,Mon,North,Crew-B,5,34.0,32,30.908,71.526,Sunny,0.0,6.23,36.6,0.747,High,212.26,49.837,1,0,1,1,0.1093,0.0387,0.1872,0.3041
2023-01-30,Winter,Mon,North,Crew-B,6,32.0,18,24.558,71.181,Sunny,0.0,6.23,36.6,0.808,High,223.34,49.857,0,0,0,0,0.0572,0.0386,0.1362,0.2171
2023-01-30,Winter,Mon,North,Crew-B,7,18.0,10,18.082,67.324,Sunny,0.0,6.23,36.6,0.794,High,216.17,49.844,0,0,1,1,0.0706,0.1018,0.0398,0.1984
2023-01-30,Winter,Mon,North,Crew-B,8,10.0,44,35.525,62.637,Sunny,0.0,6.23,36.6,0.738,High,217.54,49.804,0,1,1,1,0.1346,0.0382,0.0826,0.2364
2023-01-31,Winter,Tue,North,Crew-A,1,,27,37.161,62.739,Sunny,0.0,3.48,39.3,0.841,High,213.34,49.8,0,1,1,1,0.0454,0.0219,0.1239,0.1819
2023-01-31,Winter,Tue,North,Crew-A,2,27.0,44,35.525,62.637,Sunny,0.0,3.48,39.3,0.897,High,222.93,49.917,0,0,0,0,0.1442,0.0362,0.0747,0.2368
2023-01-31,Winter,Tue,North,Crew-A,3,44.0,32,30.908,71.526,Sunny,0.0,3.48,39.3,0.853,High,223.62,49.883,1,0,0,1,0.1174,0.0367,0.1711,0.2953
2023-01-31,Winter,Tue,North,Crew-A,4,32.0,18,24.558,71.181,Sunny,0.0,3.48,39.3,0.731,High,217.42,49.85,0,0,1,1,0.0617,0.0366,0.1238,0.208
2023-01-31,Winter,Tue,North,Crew-A,5,18.0,10,18.082,67.324,Sunny,0.0,3.48,39.3,0.916,High,221.57,49.904,0,0,0,0,0.076,0.0969,0.0358,0.1954
2023-01-31,Winter,Tue,North,Crew-A,6,10.0,20,10.829,77.366,Sunny,0.0,3.48,39.3,0.727,High,223.94,49.959,0,0,0,0,0.1077,0.056,0.0321,0.1847
2023-01-31,Winter,Tue,North,Crew-A,7,20.0,50,33.821,78.602,Sunny,0.0,3.48,39.3,0.334,Low,226.82,49.97,0,0,0,0,0.0755,0.0723,0.1135,0.2397
2023-01-31,Winter,Tue,North,Crew-A,8,50.0,33,39.586,80.945,Sunny,0.0,3.48,39.3,0.52,Medium,217.51,49.861,0,0,1,1,0.0482,0.0709,0.1153,0.2176
2023-01-31,Winter,Tue,North,Crew-A,9,33.0,24,38.328,86.016,Sunny,0.0,3.48,39.3,0.455,Medium,225.6,49.891,0,0,0,0,0.038,0.0302,0.0751,0.1371
2023-01-31,Winter,Tue,North,Crew-A,10,24.0,28,39.227,89.878,Sunny,0.0,3.48,39.3,0.224,Low,228.48,50.053,0,0,0,0,0.0391,0.0456,0.0624,0.1402
2023-01-31,Winter,Tue,East,Crew-C,1,,29,84.656,71.187,Cloudy,1.64,10.58,25.9,0.894,High,223.12,49.917,0,0,0,0,0.1938,0.112,0.1479,0.39
2023-01-31,Winter,Tue,East,Crew-C,2,29.0,38,83.894,63.78,Cloudy,1.64,10.58,25.9,0.625,Medium,217.99,49.888,0,0,1,1,0.0416,0.1,0.1451,0.2626
2023-01-31,Winter,Tue,East,Crew-C,3,38.0,43,76.113,67.605,Cloudy,1.64,10.58,25.9,0.666,High,225.48,49.929,0,0,0,0,0.0249,0.0897,0.0999,0.201
2023-01-31,Winter,Tue,East,Crew-C,4,43.0,16,69.242,66.276,Cloudy,1.64,10.58,25.9,0.759,High,223.75,49.802,1,0,0,1,0.116,0.0916,0.1453,0.3136
2023-01-31,Winter,Tue,East,Crew-C,5,16.0,7,63.588,71.397,Cloudy,1.64,10.58,25.9,0.739,High,213.7,49.852,0,0,1,1,0.0703,0.1165,0.08,0.2443
2023-01-31,Winter,Tue,East,Crew-C,6,7.0,17,68.423,50.729,Cloudy,1.64,10.58,25.9,0.332,Low,226.2,50.004,0,0,0,0,0.018,0.0914,0.0842,0.1829
2023-02-01,Winter,Wed,West,Crew-A,1,,15,88.204,39.21,Foggy,0.0,4.15,11.6,0.956,High,221.99,49.863,0,0,0,0,0.03,0.0529,0.1597,0.2281
2023-02-01,Winter,Wed,West,Crew-A,2,15.0,39,70.37,36.904,Foggy,0.0,4.15,11.6,0.685,High,225.98,49.938,0,0,0,0,0.0168,0.0666,0.0691,0.1457
2023-02-01,Winter,Wed,West,Crew-A,3,39.0,2,69.127,25.743,Foggy,0.0,4.15,11.6,0.577,Medium,226.51,49.947,0,0,0,0,0.0367,0.1006,0.0736,0.1974
2023-02-01,Winter,Wed,West,Crew-A,4,2.0,49,76.193,23.162,Foggy,0.0,4.15,11.6,0.813,High,227.29,49.92,0,0,0,0,0.0614,0.0222,0.0602,0.1375
2023-02-01,Winter,Wed,West,Crew-A,5,49.0,4,71.732,15.467,Foggy,0.0,4.15,11.6,0.612,Medium,223.54,49.921,0,0,0,0,0.007,0.0222,0.0833,0.1099
2023-02-01,Winter,Wed,West,Crew-A,6,4.0,11,61.544,18.359,Foggy,0.0,4.15,11.6,0.545,Medium,226.15,49.986,0,0,0,0,0.0107,0.1011,0.0817,0.1833
2023-02-01,Winter,Wed,North,Crew-B,1,,5,25.625,88.835,Sunny,0.0,11.28,28.8,0.19,Low,227.48,49.941,0,0,0,0,0.0158,0.0382,0.1396,0.1855
2023-02-01,Winter,Wed,North,Crew-B,2,5.0,50,33.821,78.602,Sunny,0.0,11.28,28.8,0.87,High,213.08,49.829,0,0,1,1,0.1279,0.0835,0.1489,0.3197
2023-02-01,Winter,Wed,North,Crew-B,3,50.0,34,33.328,74.411,Sunny,0.0,11.28,28.8,0.599,Medium,221.42,49.993,0,0,0,0,0.0182,0.0586,0.1618,0.2253
2023-02-01,Winter,Wed,North,Crew-B,4,34.0,32,30.908,71.526,Sunny,0.0,11.28,28.8,0.794,High,222.69,49.946,0,0,0,0,0.0885,0.0426,0.22,0.3193
2023-02-01,Winter,Wed,North,Crew-B,5,32.0,44,35.525,62.637,Sunny,0.0,11.28,28.8,0.733,High,220.21,49.784,0,0,1,1,0.1095,0.0421,0.0993,0.2317
2023-02-01,Winter,Wed,North,Crew-B,6,44.0,13,15.231,80.728,Sunny,0.0,11.28,28.8,0.724,High,222.47,49.917,0,0,0,0,0.0672,0.089,0.3314,0.4318
2023-02-02,Winter,Thu,East,Crew-A,1,,43,76.113,67.605,Cloudy,1.19,14.23,24.1,0.729,High,224.88,49.949,0,0,0,0,0.0562,0.0947,0.1138,0.2428
2023-02-02,Winter,Thu,East,Crew-A,2,43.0,30,71.34,71.153,Cloudy,1.19,14.23,24.1,0.568,Medium,226.71,49.997,0,0,0,0,0.0333,0.1067,0.1282,0.2472
2023-02-02,Winter,Thu,East,Crew-A,3,30.0,16,69.242,66.276,Cloudy,1.19,14.23,24.1,0.954,High,223.18,49.938,0,0,0,0,0.1105,0.0968,0.1644,0.3286
2023-02-02,Winter,Thu,East,Crew-A,4,16.0,7,63.588,71.397,Cloudy,1.19,14.23,24.1,1.0,High,222.84,49.822,0,0,0,0,0.0668,0.1228,0.0914,0.2563
2023-02-02,Winter,Thu,East,Crew-A,5,7.0,42,63.146,72.122,Cloudy,1.19,14.23,24.1,0.951,High,218.63,49.784,0,1,0,1,0.1112,0.0673,0.0768,0.2346
2023-02-02,Winter,Thu,East,Crew-A,6,42.0,31,68.571,76.058,Cloudy,1.19,14.23,24.1,0.718,High,223.7,49.889,0,0,0,0,0.0426,0.1257,0.1817,0.3151
2023-02-02,Winter,Thu,East,Crew-A,7,31.0,45,80.059,77.881,Cloudy,1.19,14.23,24.1,0.642,Medium,225.34,49.936,0,0,0,0,0.0159,0.1312,0.1219,0.2492
2023-02-02,Winter,Thu,East,Crew-A,8,45.0,29,84.656,71.187,Cloudy,1.19,14.23,24.1,0.397,Medium,228.48,49.957,0,0,0,0,0.0847,0.1182,0.1672,0.3278
2023-02-02,Winter,Thu,East,Crew-A,9,29.0,38,83.894,63.78,Cloudy,1.19,14.23,24.1,0.144,Low,213.43,49.893,0,1,1,1,0.0395,0.1055,0.1642,0.2819
2023-02-02,Winter,Thu,East,Crew-A,10,38.0,26,81.949,53.831,Cloudy,1.19,14.23,24.1,0.514,Medium,229.03,49.941,0,0,0,0,0.0973,0.0889,0.1581,0.3076
2023-02-02,Winter,Thu,East,Crew-A,11,26.0,17,68.423,50.729,Cloudy,1.19,14.23,24.1,0.266,Low,229.6,50.001,0,0,0,0,0.0171,0.0965,0.0961,0.1973
2023-02-02,Winter,Thu,East,Crew-A,12,17.0,22,65.199,54.693,Cloudy,1.19,14.23,24.1,0.732,High,223.87,49.907,0,0,0,0,0.0716,0.2059,0.0435,0.2949
2023-02-02,Winter,Thu,South,Crew-A,1,,6,28.179,37.789,Rainy,8.62,27.06,23.9,0.764,High,224.44,49.907,0,0,0,0,0.0746,0.2422,0.1198,0.3828
2023-02-02,Winter,Thu,South,Crew-A,2,6.0,8,28.133,26.195,Rainy,8.62,27.06,23.9,0.708,High,222.67,49.958,0,0,0,0,0.0461,0.1313,0.2795,0.403
2023-02-02,Winter,Thu,South,Crew-A,3,8.0,23,24.748,24.204,Rainy,8.62,27.06,23.9,0.845,High,217.55,49.802,0,0,1,1,0.0735,0.1961,0.2723,0.458
2023-02-02,Winter,Thu,South,Crew-A,4,23.0,41,21.114,24.536,Rainy,8.62,27.06,23.9,0.641,Medium,223.63,49.95,0,0,0,0,0.0318,0.1686,0.1809,0.3407
2023-02-02,Winter,Thu,South,Crew-A,5,41.0,36,13.407,30.147,Rainy,8.62,27.06,23.9,0.752,High,223.14,49.866,0,0,0,0,0.0241,0.247,0.1344,0.364
2023-02-02,Winter,Thu,South,Crew-A,6,36.0,40,36.827,13.862,Rainy,8.62,27.06,23.9,0.494,Medium,225.27,49.957,0,0,0,0,0.0354,0.2514,0.1217,0.3658
2023-02-03,Winter,Fri,North,Crew-A,1,,13,15.231,80.728,Cloudy,1.5,12.15,28.5,0.76,High,222.68,49.867,0,0,0,0,0.0667,0.0939,0.3391,0.4411
2023-02-03,Winter,Fri,North,Crew-A,2,13.0,20,10.829,77.366,Cloudy,1.5,12.15,28.5,0.697,High,221.25,49.863,0,0,1,1,0.0343,0.0685,0.0448,0.1408
2023-02-03,Winter,Fri,North,Crew-A,3,20.0,10,18.082,67.324,Cloudy,1.5,12.15,28.5,0.362,Medium,228.58,49.977,0,0,0,0,0.0237,0.1174,0.0499,0.1813
2023-02-03,Winter,Fri,North,Crew-A,4,10.0,18,24.558,71.181,Cloudy,1.5,12.15,28.5,0.634,Medium,222.61,49.902,0,0,0,0,0.019,0.045,0.1666,0.2192
2023-02-03,Winter,Fri,North,Crew-A,5,18.0,32,30.908,71.526,Cloudy,1.5,12.15,28.5,0.695,High,223.43,49.955,0,0,0,0,0.0377,0.0451,0.226,0.2888
2023-02-03,Winter,Fri,North,Crew-A,6,32.0,34,33.328,74.411,Cloudy,1.5,12.15,28.5,0.637,Medium,226.68,49.91,0,0,0,0,0.0181,0.062,0.1665,0.2323
2023-02-03,Winter,Fri,North,Crew-A,7,34.0,50,33.821,78.602,Cloudy,1.5,12.15,28.5,0.198,Low,227.65,50.06,0,0,0,0,0.0559,0.0881,0.1533,0.2711
2023-02-03,Winter,Fri,North,Crew-A,8,50.0,33,39.586,80.945,Cloudy,1.5,12.15,28.5,0.651,High,226.27,49.928,0,0,0,0,0.0353,0.0865,0.1557,0.2559
2023-02-03,Winter,Fri,North,Crew-A,9,33.0,24,38.328,86.016,Cloudy,1.5,12.15,28.5,0.44,Medium,228.91,49.963,0,0,0,0,0.0278,0.0372,0.103,0.1604
2023-02-03,Winter,Fri,North,Crew-A,10,24.0,28,39.227,89.878,Cloudy,1.5,12.15,28.5,0.344,Low,228.87,49.9,0,0,0,0,0.0287,0.056,0.0861,0.162
2023-02-03,Winter,Fri,North,Crew-A,11,28.0,5,25.625,88.835,Cloudy,1.5,12.15,28.5,0.269,Low,227.72,49.931,0,0,0,0,0.0156,0.0405,0.1438,0.1912
2023-02-03,Winter,Fri,North,Crew-A,12,5.0,44,35.525,62.637,Cloudy,1.5,12.15,28.5,0.465,Medium,224.78,49.946,0,0,0,0,0.0473,0.0446,0.1025,0.183
2023-02-03,Winter,Fri,North,Crew-A,13,44.0,27,37.161,62.739,Cloudy,1.5,12.15,28.5,0.54,Medium,221.28,49.851,0,0,1,1,0.0138,0.027,0.1666,0.2003
2023-02-04,Winter,Sat,South,Crew-B,1,,36,13.407,30.147,Sunny,0.0,2.04,28.1,0.936,High,226.55,49.876,0,0,0,0,0.0273,0.1349,0.054,0.2039
2023-02-04,Winter,Sat,South,Crew-B,2,36.0,25,19.569,35.346,Sunny,0.0,2.04,28.1,0.698,High,225.01,49.911,0,0,0,0,0.1065,0.0819,0.144,0.2978
2023-02-04,Winter,Sat,South,Crew-B,3,25.0,1,21.236,38.521,Sunny,0.0,2.04,28.1,0.856,High,224.22,49.888,0,0,0,0,0.0639,0.1597,0.0757,0.273
2023-02-04,Winter,Sat,South,Crew-B,4,1.0,9,26.18,34.223,Sunny,0.0,2.04,28.1,0.858,High,210.87,49.817,0,0,1,1,0.143,0.0469,0.057,0.2298
2023-02-04,Winter,Sat,South,Crew-B,5,9.0,6,28.179,37.789,Sunny,0.0,2.04,28.1,1.0,High,221.6,49.85,0,0,0,0,0.0839,0.1319,0.0476,0.2426
2023-02-04,Winter,Sat,South,Crew-B,6,6.0,35,34.387,39.992,Sunny,0.0,2.04,28.1,0.719,High,223.92,49.866,0,0,0,0,0.0671,0.0412,0.0733,0.171
2023-02-04,Winter,Sat,South,Crew-B,7,35.0,8,28.133,26.195,Sunny,0.0,2.04,28.1,1.0,High,220.53,49.92,0,0,0,0,0.052,0.067,0.1248,0.2259
2023-02-04,Winter,Sat,South,Crew-B,8,8.0,23,24.748,24.204,Sunny,0.0,2.04,28.1,0.96,High,221.39,49.908,0,0,0,0,0.0826,0.1039,0.1209,0.2773
2023-02-04,Winter,Sat,South,Crew-B,9,23.0,47,24.147,22.355,Sunny,0.0,2.04,28.1,0.393,Medium,226.13,49.89,0,0,0,0,0.0168,0.0865,0.1076,0.1985
2023-02-04,Winter,Sat,South,Crew-B,10,47.0,41,21.114,24.536,Sunny,0.0,2.04,28.1,0.6,Medium,221.8,49.926,0,0,0,0,0.036,0.0879,0.0751,0.1867
2023-02-04,Winter,Sat,South,Crew-B,11,41.0,48,16.049,14.91,Sunny,0.0,2.04,28.1,0.632,Medium,227.03,49.91,0,0,0,0,0.0208,0.0924,0.1812,0.2723
2023-02-04,Winter,Sat,South,Crew-B,12,48.0,40,36.827,13.862,Sunny,0.0,2.04,28.1,0.287,Low,228.89,49.932,0,0,0,0,0.04,0.1376,0.0485,0.2122
2023-02-04,Winter,Sat,South,Crew-B,13,40.0,12,39.503,21.965,Sunny,0.0,2.04,28.1,0.671,High,221.96,49.887,0,0,0,0,0.0174,0.0651,0.1424,0.2121
2023-02-05,Winter,Sun,South,Crew-B,1,,25,19.569,35.346,Cloudy,1.41,5.39,24.1,0.824,High,209.04,49.791,0,0,1,1,0.2062,0.0902,0.1613,0.3943
2023-02-05,Winter,Sun,South,Crew-B,2,25.0,1,21.236,38.521,Cloudy,1.41,5.39,24.1,0.953,High,222.52,49.851,0,0,0,0,0.0571,0.1745,0.0857,0.2883
2023-02-05,Winter,Sun,South,Crew-B,3,1.0,6,28.179,37.789,Cloudy,1.41,5.39,24.1,0.681,High,212.57,49.867,0,0,1,1,0.0319,0.1446,0.0541,0.2167
2023-02-05,Winter,Sun,South,Crew-B,4,6.0,35,34.387,39.992,Cloudy,1.41,5.39,24.1,0.684,High,222.43,49.941,0,0,0,0,0.0252,0.0456,0.0829,0.1468
2023-02-05,Winter,Sun,South,Crew-B,5,35.0,8,28.133,26.195,Cloudy,1.41,5.39,24.1,0.908,High,223.1,49.873,0,0,0,0,0.0463,0.074,0.1402,0.2407
2023-02-05,Winter,Sun,South,Crew-B,6,8.0,23,24.748,24.204,Cloudy,1.41,5.39,24.1,1.0,High,223.98,49.89,0,0,0,0,0.0739,0.1142,0.1359,0.2912
2023-02-05,Winter,Sun,South,Crew-B,7,23.0,47,24.147,22.355,Cloudy,1.41,5.39,24.1,0.644,Medium,225.08,49.992,0,0,0,0,0.0149,0.0953,0.1211,0.2167
2023-02-05,Winter,Sun,South,Crew-B,8,47.0,41,21.114,24.536,Cloudy,1.41,5.39,24.1,0.659,High,226.19,49.944,0,0,0,0,0.032,0.0969,0.0849,0.2
2023-02-05,Winter,Sun,South,Crew-B,9,41.0,36,13.407,30.147,Cloudy,1.41,5.39,24.1,0.405,Medium,216.13,49.886,0,0,1,1,0.01,0.1478,0.0613,0.208
2023-02-05,Winter,Sun,South,Crew-B,10,36.0,48,16.049,14.91,Cloudy,1.41,5.39,24.1,0.679,High,222.04,49.964,0,0,0,0,0.0185,0.1017,0.2019,0.2964
2023-02-05,Winter,Sun,South,Crew-B,11,48.0,40,36.827,13.862,Cloudy,1.41,5.39,24.1,0.162,Low,226.99,50.014,0,0,0,0,0.0356,0.1508,0.055,0.2261
2023-02-05,Winter,Sun,South,Crew-B,12,40.0,12,39.503,21.965,Cloudy,1.41,5.39,24.1,0.694,High,223.75,49.947,0,0,0,0,0.0154,0.0719,0.1595,0.232
2023-02-06,Winter,Mon,South,Crew-B,1,,8,28.133,26.195,Foggy,0.0,0.91,16.7,0.749,High,224.62,49.889,0,0,0,0,0.0374,0.0656,0.12,0.2085
2023-02-06,Winter,Mon,South,Crew-B,2,8.0,23,24.748,24.204,Foggy,0.0,0.91,16.7,0.488,Medium,222.81,49.974,0,0,0,0,0.0253,0.1018,0.1162,0.2263
2023-02-06,Winter,Mon,South,Crew-B,3,23.0,47,24.147,22.355,Foggy,0.0,0.91,16.7,0.746,High,221.45,49.924,0,0,0,0,0.029,0.0847,0.1033,0.203
2023-02-06,Winter,Mon,South,Crew-B,4,47.0,48,16.049,14.91,Foggy,0.0,0.91,16.7,0.724,High,224.72,49.988,0,0,0,0,0.0358,0.0905,0.1746,0.2762
2023-02-06,Winter,Mon,South,Crew-B,5,48.0,25,19.569,35.346,Foggy,0.0,0.91,16.7,0.78,High,225.26,49.792,1,0,0,1,0.172,0.0802,0.1385,0.3439
2023-02-06,Winter,Mon,South,Crew-B,6,25.0,1,21.236,38.521,Foggy,0.0,0.91,16.7,0.713,High,224.16,49.882,0,0,0,0,0.0462,0.1567,0.0726,0.254
